monthseq,month,flodfreqcl,floddurcl,pondfreqcl,ponddurcl,ponddep.l,ponddep.r,ponddep.h,dlyavgprecip.l,dlyavgprecip.r,dlyavgprecip.h,dlyavgpotet.l,dlyavgpotet.r,dlyavgpotet.h,cokey,comonthkey
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728594,185909557
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728594,185909558
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728594,185909559
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728594,185909560
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728594,185909561
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728594,185909562
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728594,185909563
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728594,185909564
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728594,185909565
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728594,185909566
1,January,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728585,185909447
2,February,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728585,185909448
3,March,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728585,185909449
4,April,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728585,185909450
5,May,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728585,185909451
6,June,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728585,185909452
7,July,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728585,185909453
8,August,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728585,185909454
9,September,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728585,185909455
10,October,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728585,185909456
11,November,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728585,185909457
12,December,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728585,185909458
1,January,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728598,185909603
2,February,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728598,185909604
3,March,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728598,185909605
4,April,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728598,185909606
5,May,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728598,185909607
6,June,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728598,185909608
7,July,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728598,185909609
8,August,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728598,185909610
9,September,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728598,185909611
10,October,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728598,185909612
11,November,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728598,185909613
12,December,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728598,185909614
3,March,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728577,185909351
4,April,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728577,185909352
5,May,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728577,185909353
6,June,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728577,185909354
7,July,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728577,185909355
8,August,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728577,185909356
9,September,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728577,185909357
10,October,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728577,185909358
11,November,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728577,185909359
12,December,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728577,185909360
1,January,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728577,185909361
2,February,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728577,185909362
1,January,Very frequent,Extremely brief (0.1 to 4 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728578,185909363
2,February,Very frequent,Extremely brief (0.1 to 4 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728578,185909364
3,March,Very frequent,Extremely brief (0.1 to 4 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728578,185909365
4,April,Very frequent,Extremely brief (0.1 to 4 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728578,185909366
5,May,Very frequent,Extremely brief (0.1 to 4 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728578,185909367
6,June,Very frequent,Extremely brief (0.1 to 4 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728578,185909368
7,July,Very frequent,Extremely brief (0.1 to 4 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728578,185909369
8,August,Very frequent,Extremely brief (0.1 to 4 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728578,185909370
9,September,Very frequent,Extremely brief (0.1 to 4 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728578,185909371
10,October,Very frequent,Extremely brief (0.1 to 4 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728578,185909372
11,November,Very frequent,Extremely brief (0.1 to 4 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728578,185909373
12,December,Very frequent,Extremely brief (0.1 to 4 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728578,185909374
1,January,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728548,185909003
2,February,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728548,185909004
3,March,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728548,185909005
4,April,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728548,185909006
5,May,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728548,185909007
6,June,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728548,185909008
7,July,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728548,185909009
8,August,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728548,185909010
9,September,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728548,185909011
10,October,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728548,185909012
11,November,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728548,185909013
12,December,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728548,185909014
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728544,185908955
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728544,185908956
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728544,185908957
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728544,185908958
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728544,185908959
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728544,185908960
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728544,185908961
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728544,185908962
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728544,185908963
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728544,185908964
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728544,185908965
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728544,185908966
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728545,185908967
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728545,185908968
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728545,185908969
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728545,185908970
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728545,185908971
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728545,185908972
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728545,185908973
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728545,185908974
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728545,185908975
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728545,185908976
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728545,185908977
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728545,185908978
1,January,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728546,185908979
2,February,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728546,185908980
3,March,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728546,185908981
4,April,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728546,185908982
5,May,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728546,185908983
6,June,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728546,185908984
7,July,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728546,185908985
8,August,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728546,185908986
9,September,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728546,185908987
10,October,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728546,185908988
11,November,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728546,185908989
12,December,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728546,185908990
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728566,185909219
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728566,185909220
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728566,185909221
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728566,185909222
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728566,185909223
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728566,185909224
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728566,185909225
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728566,185909226
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728566,185909227
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728566,185909228
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728566,185909229
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728566,185909230
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728567,185909231
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728567,185909232
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728567,185909233
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728567,185909234
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728567,185909235
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728567,185909236
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728567,185909237
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728567,185909238
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728567,185909239
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728567,185909240
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728567,185909241
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728567,185909242
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728568,185909243
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728568,185909244
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728568,185909245
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728568,185909246
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728568,185909247
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728568,185909248
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728568,185909249
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728568,185909250
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728568,185909251
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728568,185909252
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728568,185909253
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728568,185909254
1,January,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728589,185909495
2,February,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728589,185909496
3,March,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728589,185909497
4,April,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728589,185909498
5,May,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728589,185909499
6,June,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728589,185909500
7,July,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728589,185909501
8,August,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728589,185909502
9,September,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728589,185909503
10,October,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728589,185909504
11,November,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728589,185909505
12,December,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728589,185909506
1,January,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728590,185909507
2,February,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728590,185909508
3,March,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728590,185909509
4,April,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728590,185909510
5,May,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728590,185909511
6,June,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728590,185909512
7,July,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728590,185909513
8,August,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728590,185909514
9,September,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728590,185909515
10,October,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728590,185909516
11,November,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728590,185909517
12,December,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728590,185909518
1,January,Occasional,Very brief (4 to 48 hours),Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728611,185909771
2,February,Occasional,Very brief (4 to 48 hours),Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728611,185909772
3,March,Occasional,Very brief (4 to 48 hours),Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728611,185909773
4,April,,,Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728611,185909774
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728611,185909775
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728611,185909776
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728611,185909777
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728611,185909778
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728611,185909779
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728611,185909780
11,November,Occasional,Very brief (4 to 48 hours),,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728611,185909781
12,December,Occasional,Very brief (4 to 48 hours),Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728611,185909782
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728612,185909783
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728612,185909784
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728612,185909785
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728612,185909786
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728612,185909787
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728612,185909788
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728612,185909789
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728612,185909790
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728612,185909791
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728612,185909792
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728612,185909793
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728612,185909794
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728565,185909207
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728565,185909208
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728565,185909209
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728565,185909210
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728565,185909211
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728565,185909212
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728565,185909213
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728565,185909214
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728565,185909215
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728565,185909216
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728565,185909217
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728565,185909218
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728591,185909519
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728591,185909520
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728591,185909521
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728591,185909522
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728591,185909523
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728591,185909524
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728591,185909525
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728591,185909526
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728591,185909527
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728591,185909528
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728591,185909529
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728591,185909530
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728536,185908859
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728536,185908860
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728536,185908861
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728536,185908862
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728536,185908863
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728536,185908864
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728536,185908865
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728536,185908866
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728536,185908867
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728536,185908868
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728536,185908869
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728536,185908870
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728579,185909375
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728579,185909376
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728579,185909377
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728579,185909378
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728579,185909379
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728579,185909380
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728579,185909381
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728579,185909382
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728579,185909383
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728579,185909384
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728579,185909385
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728579,185909386
1,January,None,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728580,185909387
2,February,None,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728580,185909388
3,March,None,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728580,185909389
4,April,None,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728580,185909390
5,May,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17728580,185909391
6,June,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17728580,185909392
7,July,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17728580,185909393
8,August,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17728580,185909394
9,September,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17728580,185909395
10,October,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17728580,185909396
11,November,None,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728580,185909397
12,December,None,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728580,185909398
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728581,185909399
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728581,185909400
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728581,185909401
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728581,185909402
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728581,185909403
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728581,185909404
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728581,185909405
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728581,185909406
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728581,185909407
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728581,185909408
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728581,185909409
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728581,185909410
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909699
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909700
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909701
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909702
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909703
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909704
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909705
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909706
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909707
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909708
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909709
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909710
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909711
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909712
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909713
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909714
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909715
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909716
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909717
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909718
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909719
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909720
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909721
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728606,185909722
