cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
17483911,559,FOR - Harvest Equipment Operability,2,23660,Dust PM10 and PM2.5 Generation,1,0.087,Dusty,0.087,Dusty,0.087,Dusty,0.087,Dusty,0,0,0,1553621974
17483911,348,FOR - Log Landing Suitability,0,348,FOR - Log Landing Suitability,0,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,1,0,1553621975
17483911,348,FOR - Log Landing Suitability,1,310,Ponding Limitation,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553621976
17483911,348,FOR - Log Landing Suitability,2,335,Wetness Limitation (1),1,0.5,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553621977
17483911,348,FOR - Log Landing Suitability,3,329,Strength Limitation (2),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1553621978
17483911,348,FOR - Log Landing Suitability,4,23660,Dust PM10 and PM2.5 Generation,1,0.087,Dusty,0.087,Dusty,0.087,Dusty,0.087,Dusty,0,0,0,1553621979
17483911,63742,FOR - Mechanical Planting Suitability,0,63742,FOR - Mechanical Planting Suitability,0,0,Well suited,0.19,Moderately suited,0.19,Moderately suited,0.75,Poorly suited,0,0,0,1553621980
17483911,63742,FOR - Mechanical Planting Suitability,1,61437,Stickiness Limitation (4) (Updated),1,0,Stickiness,0.19,Stickiness; high plasticity index,0.19,Stickiness; high plasticity index,0.75,Stickiness; high plasticity index,0,0,0,1553621981
17483911,63743,FOR - Mechanical Site Preparation (Deep),0,63743,FOR - Mechanical Site Preparation (Deep),0,0,Well suited,0,Well suited,0,Well suited,0,Well suited,0,0,0,1553621982
17483911,63744,FOR - Mechanical Site Preparation (Surface),0,63744,FOR - Mechanical Site Preparation (Surface),0,0,Well suited,0,Well suited,0,Well suited,0.357,Moderately suited,0,0,0,1553621983
17483911,63745,FOR - Potential Erosion Hazard (Off-Road/Off-Trail),0,63745,FOR - Potential Erosion Hazard (Off-Road/Off-Trail),0,0,Slight,0,Slight,0,Slight,0,Slight,0,0,0,1553621984
17483911,330,FOR - Potential Erosion Hazard (Road/Trail),0,330,FOR - Potential Erosion Hazard (Road/Trail),0,0,Slight,0,Slight,0,Slight,0,Slight,0,0,0,1553621985
17483911,10458,FOR - Potential Fire Damage Hazard,0,10458,FOR - Potential Fire Damage Hazard,0,0.1,Low,0.1,Low,0.1,Low,0.5,Moderate,0,0,0,1553621986
17483911,10458,FOR - Potential Fire Damage Hazard,1,25157,"Texture/Fragment Limitation (1), Revised",1,0.1,Texture/rock fragments,0.1,Texture/rock fragments,0.1,Texture/rock fragments,0,Texture/rock fragments,0,0,0,1553621987
17483911,10599,FOR - Potential Seedling Mortality,0,10599,FOR - Potential Seedling Mortality,0,0,Low,1,High,1,High,1,High,0,1,0,1553621988
17483911,10599,FOR - Potential Seedling Mortality,1,10536,Wetness Limitation (7),1,0,Wetness,1,Wetness,1,Wetness,1,Wetness,0,1,0,1553621989
17483911,297,FOR - Road Suitability (Natural Surface),0,297,FOR - Road Suitability (Natural Surface),0,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,1,0,1553621990
17483911,297,FOR - Road Suitability (Natural Surface),1,310,Ponding Limitation,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553621991
17483911,297,FOR - Road Suitability (Natural Surface),2,335,Wetness Limitation (1),1,0.5,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553621992
17483911,297,FOR - Road Suitability (Natural Surface),3,329,Strength Limitation (2),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1553621993
17483911,297,FOR - Road Suitability (Natural Surface),4,23660,Dust PM10 and PM2.5 Generation,1,0.087,Dusty,0.087,Dusty,0.087,Dusty,0.087,Dusty,0,0,0,1553621994
17483911,281,FOR - Soil Rutting Hazard,0,281,FOR - Soil Rutting Hazard,0,1,Severe,1,Severe,1,Severe,1,Severe,0,1,0,1553621995
17483911,281,FOR - Soil Rutting Hazard,1,640,Strength Limitation (3),1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,1,0,1553621996
17483911,63746,FOR - Windthrow Hazard,0,63746,FOR - Windthrow Hazard,0,0.3,Moderate,0.3,Moderate,0.3,Moderate,0.5,Moderate,1,1,0,1553621997
17483911,63746,FOR - Windthrow Hazard,1,61448,Windthrow Water Table (Updated),1,1,Water table depth,1,Water table depth,1,Water table depth,1,Water table depth,0,0,0,1553621998
17483911,63746,FOR - Windthrow Hazard,2,63738,Windthrow Hillslope Rating,1,0.3,Hillslope position,0.3,Hillslope position,0.3,Hillslope position,0.3,Hillslope position,0,0,0,1553621999
17483911,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),0,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),0,0,Poorly suited,0,Poorly suited,0,Poorly suited,0,Poorly suited,0,0,0,1553622000
17483911,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),1,56158,"USFS Region 4, Native Surface Roads - Slope and AASHTO GI",1,0,Soil strength,0,Soil strength,0,Soil strength,0,Soil strength,0,0,0,1553622001
17483911,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),2,51818,"USFS Region 4, Native Surface Roads - Ponding and Flooding",1,0,Ponding or flooding,0,Ponding or flooding,0,Ponding or flooding,0,Ponding or flooding,0,0,0,1553622002
17483911,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),3,58535,"USFS Region 4, Native Surface Roads - Water Table v2",1,0,Depth to water table,0,Depth to water table,0,Depth to water table,0,Depth to water table,0,0,0,1553622003
17483911,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),4,48699,"USFS Region 4, Native Surface Roads - Slope",1,0,Slope gradient,0,Slope gradient,0,Slope gradient,1,Slope gradient,0,0,0,1553622004
17483911,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),5,56154,"USFS Region 4, Native Surface Roads - Slope and LEP",1,0.502,Shrink-swell,0.502,Shrink-swell,0.502,Shrink-swell,0.502,Shrink-swell,0,0,0,1553622005
17483911,54580,Fragile Soil Index,0,54580,Fragile Soil Index,0,0.271,Moderately fragile,0.273,Moderately fragile,0.273,Moderately fragile,0.278,Moderately fragile,0,0,0,1553622006
17483911,54580,Fragile Soil Index,1,54581,Vegetative Cover,1,0.92,Low vegetative cover,0.92,Low vegetative cover,0.92,Low vegetative cover,0.92,Low vegetative cover,0,0,0,1553622007
17483911,54580,Fragile Soil Index,2,54639,Structure Index of Surface,1,0.75,Weakly structured,0.75,Weakly structured,0.75,Weakly structured,0.75,Weakly structured,0,0,0,1553622008
17483911,54580,Fragile Soil Index,3,54579,Organic Matter in surface Layer,1,0.119,High organic matter,0.119,High organic matter,0.119,High organic matter,0.119,High organic matter,0,0,0,1553622009
17483911,54580,Fragile Soil Index,4,54638,Slope full range,1,0,Nearly level,0.009,Nearly level,0.009,Nearly level,0.036,Nearly level,0,0,0,1553622010
17483911,825,"GRL - Fencing, Post Depth =<24 inches",0,825,"GRL - Fencing, Post Depth =<24 inches",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,1,1,0,1553622011
17483911,825,"GRL - Fencing, Post Depth =<24 inches",1,10032,GRL-Depth to Water Table <24 inches,1,1,<24 inches to water table,1,<24 inches to water table,1,<24 inches to water table,1,<24 inches to water table,0,0,0,1553622012
17483911,825,"GRL - Fencing, Post Depth =<24 inches",2,855,GRL-Shrink-Swell of Thickest Layer Within 0-24 inches),1,0.08,Shrink-swell,0.92,Shrink-swell,0.92,Shrink-swell,1,Shrink-swell,0,0,0,1553622013
17483911,825,"GRL - Fencing, Post Depth =<24 inches",3,857,GRL-Potential Frost Action = High,1,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0,0,0,1553622014
17483911,825,"GRL - Fencing, Post Depth =<24 inches",4,826,"GRL-Too Clayey, 0-24 inches",1,0.222,18 to 45% Clay,0.464,18 to 45% Clay,0.464,18 to 45% Clay,0.726,18 to 45% Clay,0,0,0,1553622015
17483911,883,"GRL - Fencing, Post Depth =<36 inches",0,883,"GRL - Fencing, Post Depth =<36 inches",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,1,1,0,1553622016
17483911,883,"GRL - Fencing, Post Depth =<36 inches",1,10033,GRL-Depth to Water Table <36 inches,1,1,<36 inches to water table,1,<36 inches to water table,1,<36 inches to water table,1,<36 inches to water table,0,0,0,1553622017
17483911,883,"GRL - Fencing, Post Depth =<36 inches",2,878,"GRL-Shrink-Swell of Thickest Layer, 0-36 inches",1,0.92,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1553622018
17483911,883,"GRL - Fencing, Post Depth =<36 inches",3,857,GRL-Potential Frost Action = High,1,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0,0,0,1553622019
17483911,883,"GRL - Fencing, Post Depth =<36 inches",4,877,"GRL-Too Clayey, 0-36 inches",1,0.222,18 to 45% Clay,0.464,18 to 45% Clay,0.464,18 to 45% Clay,0.726,18 to 45% Clay,0,0,0,1553622020
17483911,26588,Ground Penetrating Radar Penetration,0,26588,Ground Penetrating Radar Penetration,0,0.5,Moderate penetration,0.5,Moderate penetration,0.5,Moderate penetration,0.5,Moderate penetration,0,0,0,1553622021
17483911,26588,Ground Penetrating Radar Penetration,1,26595,"GPR - Attenuation Due to Clay, Water, and Exchangeable Ions",1,0.5,"Attenuation due to clay, water, and exchangeable ions",0.5,"Attenuation due to clay, water, and exchangeable ions",0.5,"Attenuation due to clay, water, and exchangeable ions",0.5,"Attenuation due to clay, water, and exchangeable ions",0,0,0,1553622022
17483911,25190,MIL - Bivouac Areas (DOD),0,25190,MIL - Bivouac Areas (DOD),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622023
17483911,25190,MIL - Bivouac Areas (DOD),1,22164,Ponding Duration All,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553622024
17483911,25190,MIL - Bivouac Areas (DOD),2,41902,Depth to High Water Table 45 to 75cm,1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553622025
17483911,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),0,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622026
17483911,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),1,22164,Ponding Duration All,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553622027
17483911,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),2,34225,Depth to Water Table 0 to 120cm,1,0.969,Depth to saturated zone,0.969,Depth to saturated zone,0.969,Depth to saturated zone,0.969,Depth to saturated zone,0,0,0,1553622028
17483911,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),3,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1553622029
17483911,25192,MIL - Excavations for Individual Fighting Position (DOD),0,25192,MIL - Excavations for Individual Fighting Position (DOD),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622030
17483911,25192,MIL - Excavations for Individual Fighting Position (DOD),1,34222,Ponding Duration all Classes,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553622031
17483911,25192,MIL - Excavations for Individual Fighting Position (DOD),2,34335,Depth to Water Table 0 to 50cm,1,0.82,Depth to saturated zone,0.82,Depth to saturated zone,0.82,Depth to saturated zone,0.82,Depth to saturated zone,0,0,0,1553622032
17483911,25193,MIL - Excavations for Vehicle Fighting Position (DOD),0,25193,MIL - Excavations for Vehicle Fighting Position (DOD),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622033
17483911,25193,MIL - Excavations for Vehicle Fighting Position (DOD),1,22164,Ponding Duration All,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553622034
17483911,25193,MIL - Excavations for Vehicle Fighting Position (DOD),2,34345,Depth to Water Table 0 to 180cm,1,0.986,Depth to saturated zone,0.986,Depth to saturated zone,0.986,Depth to saturated zone,0.986,Depth to saturated zone,0,0,0,1553622035
17483911,25193,MIL - Excavations for Vehicle Fighting Position (DOD),3,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1553622036
17483911,25194,MIL - Helicopter Landing Zones (DOD),0,25194,MIL - Helicopter Landing Zones (DOD),0,0.8,Somewhat limited,0.8,Somewhat limited,0.8,Somewhat limited,0.8,Somewhat limited,0,0,0,1553622037
17483911,25194,MIL - Helicopter Landing Zones (DOD),1,41911,Ponding Duration All Somewhat Limiting,1,0.8,Ponding,0.8,Ponding,0.8,Ponding,0.8,Ponding,0,0,0,1553622038
17483911,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),0,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553622039
17483911,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622040
17483911,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,0.85,Sticky,0.85,Sticky,0.85,Sticky,0.85,Sticky,0,0,0,1553622041
17483911,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),3,25660,"MIL - Soil Strength Veh-1, VCI-1 wet season, Revised",1,0.99,Low strength,0.99,Low strength,0.99,Low strength,0.99,Low strength,0,0,0,1553622042
17483911,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),0,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553622043
17483911,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622044
17483911,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,0.85,Sticky,0.85,Sticky,0.85,Sticky,0.85,Sticky,0,0,0,1553622045
17483911,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),3,25661,"MIL - Soil Strength Veh-1, VCI-50 wet season, Revised",1,0.98,Low strength,0.98,Low strength,0.98,Low strength,0.98,Low strength,0,0,0,1553622046
17483911,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),0,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),0,0.999,Excellent,1,Excellent,1,Excellent,1,Excellent,0,0,0,1553622047
17483911,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),0,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553622048
17483911,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622049
17483911,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,0.85,Sticky,0.85,Sticky,0.85,Sticky,0.85,Sticky,0,0,0,1553622050
17483911,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),3,25662,"MIL - Soil Strength Veh-2, VCI-1 wet season, Revised",1,0.94,Low strength,0.94,Low strength,0.94,Low strength,0.94,Low strength,0,0,0,1553622051
17483911,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),0,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553622052
17483911,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622053
17483911,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),2,25664,"MIL - Soil Strength Veh-2, VCI-50 wet season, Revised",1,0.69,Low strength,0.69,Low strength,0.69,Low strength,0.69,Low strength,0,0,0,1553622054
17483911,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),3,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,0.85,Sticky,0.85,Sticky,0.85,Sticky,0.85,Sticky,0,0,0,1553622055
17483911,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),0,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),0,0.999,Excellent,1,Excellent,1,Excellent,1,Excellent,0,0,0,1553622056
17483911,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),0,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553622057
17483911,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),1,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622058
17483911,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),2,25663,"MIL - Soil Strength Veh-3, VCI-1 wet season, Revised",1,0.93,Low strength,0.93,Low strength,0.93,Low strength,0.93,Low strength,0,0,0,1553622059
17483911,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),0,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553622060
17483911,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),1,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622061
17483911,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),2,25665,"MIL - Soil Strength Veh-3, VCI-50 wet season, Revised",1,0.96,Low strength,0.96,Low strength,0.96,Low strength,0.96,Low strength,0,0,0,1553622062
17483911,25203,MIL - Trafficability Veh. Type 3 dry season (DOD),0,25203,MIL - Trafficability Veh. Type 3 dry season (DOD),0,0.999,Excellent,1,Excellent,1,Excellent,1,Excellent,0,0,0,1553622063
17483911,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),0,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553622064
17483911,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),1,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622065
17483911,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),2,25666,"MIL - Soil Strength Veh-4, VCI-1 wet season, Revised",1,0.95,Low strength,0.95,Low strength,0.95,Low strength,0.95,Low strength,0,0,0,1553622066
17483911,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),0,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553622067
17483911,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),1,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622068
17483911,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),2,25668,"MIL - Soil Strength Veh-4, VCI-50 wet season, Revised",1,0.7,Low strength,0.7,Low strength,0.7,Low strength,0.7,Low strength,0,0,0,1553622069
17483911,25206,MIL - Trafficability Veh. Type 4 dry season (DOD),0,25206,MIL - Trafficability Veh. Type 4 dry season (DOD),0,0.999,Excellent,1,Excellent,1,Excellent,1,Excellent,0,0,0,1553622070
17483911,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),0,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553622071
17483911,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),1,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622072
17483911,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),2,25667,"MIL - Soil Strength Veh-5, VCI-1 wet season, Revised",1,0.93,High strength,0.93,High strength,0.93,High strength,0.93,High strength,0,0,0,1553622073
17483911,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),0,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553622074
17483911,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),1,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622075
17483911,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),2,25669,"MIL - Soil Strength Veh-5, VCI-50 wet season, Revised",1,0.95,Low strength,0.95,Low strength,0.95,Low strength,0.95,Low strength,0,0,0,1553622076
17483911,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),0,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),0,0.999,Excellent,1,Excellent,1,Excellent,1,Excellent,0,0,0,1553622077
17483911,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),0,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553622078
17483911,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),1,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622079
17483911,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),2,25671,"MIL - Soil Strength Veh-6, VCI-1 wet season, Revised",1,0.88,Low strength,0.88,Low strength,0.88,Low strength,0.88,Low strength,0,0,0,1553622080
17483911,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),0,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),0,0.48,Poor,0.48,Poor,0.48,Poor,0.48,Poor,0,0,0,1553622081
17483911,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),1,25672,"MIL - Soil Strength Veh-6, VCI-50 wet season, Revised",1,0.48,Low strength,0.48,Low strength,0.48,Low strength,0.48,Low strength,0,0,0,1553622082
17483911,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),2,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622083
17483911,25212,MIL - Trafficability Veh. Type 6 dry season (DOD),0,25212,MIL - Trafficability Veh. Type 6 dry season (DOD),0,0.993,Excellent,1,Excellent,1,Excellent,1,Excellent,0,0,0,1553622084
17483911,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),0,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553622085
17483911,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),1,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622086
17483911,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),2,25673,"MIL - Soil Strength Veh-7, VCI-1 wet season, Revised",1,0.82,Low strength,0.82,Low strength,0.82,Low strength,0.82,Low strength,0,0,0,1553622087
17483911,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),3,41915,MIL - Slope Military Vehicle Type 7 (NSSC),1,0.987,Slope,0.999,Slope,0.999,Slope,1,No slope limitation,0,0,0,1553622088
17483911,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),0,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),0,0.47,Poor,0.47,Poor,0.47,Poor,0.47,Poor,0,0,0,1553622089
17483911,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),1,25674,"MIL - Soil Strength Veh-7, VCI-50 wet season, Revised",1,0.47,Low strength,0.47,Low strength,0.47,Low strength,0.47,Low strength,0,0,0,1553622090
17483911,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),2,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553622091
17483911,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),3,41915,MIL - Slope Military Vehicle Type 7 (NSSC),1,0.987,Slope,0.999,Slope,0.999,Slope,1,No slope limitation,0,0,0,1553622092
17483911,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),0,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),0,0.987,Excellent,0.999,Excellent,0.999,Excellent,1,Excellent,0,0,0,1553622093
17483911,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),1,41915,MIL - Slope Military Vehicle Type 7 (NSSC),1,0.987,Slope,0.999,Slope,0.999,Slope,1,No slope limitation,0,0,0,1553622094
17483911,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),0,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),0,0.752,Moderately high inherent productivity,0.892,High inherent productivity,0.892,High inherent productivity,0.972,High inherent productivity,0,0,0,1553622095
17483911,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),1,46238,Impacted soil,1,0,No limitation,0,No limitation,0,No limitation,0,No limitation,0,0,0,1553622096
17483911,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),2,37150,NCCPI - NCCPI Cotton Submodel (II),1,0.001,Cotton,0.001,Cotton,0.001,Cotton,0.001,Cotton,0,0,0,1553622097
17483911,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),3,37149,NCCPI - NCCPI Small Grains Submodel (II),1,0.372,Small grains,0.402,Small grains,0.402,Small grains,0.405,Small grains,0,0,0,1553622098
17483911,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),4,44492,NCCPI - NCCPI Soybeans Submodel (I),1,0.752,Soybeans,0.807,Soybeans,0.807,Soybeans,0.85,Soybeans,0,0,0,1553622099
17483911,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),5,57994,NCCPI - NCCPI Corn Submodel (I),1,0.697,Corn,0.892,Corn,0.892,Corn,0.972,Corn,0,0,0,1553622100
